campaign_id,company,campaign_type,target_audience,duration,channel_used,location,language,customer_segment,date,year,month,weekday,spend,impressions,clicks,conversions,ctr,cvr,cpc,cpm,roas,roi,cpa,revenue,engagement_score
136876,TechCorp,Social Media,Women 35-44,60 days,Facebook,Los Angeles,German,Outdoor Adventurers,2021-01-01,2021,1,Friday,12381.0,8775,271,16,0.030883190883190883,0.05904059040590406,45.686346863468636,1410.940170940171,6.09,5.09,773.8125,75400.29,1
13871,DataTech Solutions,Social Media,All Ages,45 days,Facebook,Chicago,French,Tech Enthusiasts,2021-01-01,2021,1,Friday,18229.0,1177,174,21,0.14783347493627869,0.1206896551724138,104.76436781609195,15487.68054375531,8.67,7.67,868.047619047619,158045.43,8
26646,Alpha Innovations,Influencer,Men 25-34,15 days,Website,Houston,French,Fashionistas,2021-01-01,2021,1,Friday,17083.0,9201,640,51,0.06955765677643734,0.0796875,26.6921875,1856.6460167373111,3.28,2.28,334.96078431372547,56032.24,2
133591,NexGen Systems,Email,Women 35-44,45 days,Google Ads,Los Angeles,French,Foodies,2021-01-01,2021,1,Friday,10907.0,6472,646,71,0.09981458590852905,0.10990712074303406,16.88390092879257,1685.2595797280594,7.759999999999999,6.76,153.61971830985917,84638.31999999999,6
102931,DataTech Solutions,Influencer,Men 25-34,15 days,Instagram,Los Angeles,Mandarin,Fashionistas,2021-01-01,2021,1,Friday,11888.0,1792,307,40,0.17131696428571427,0.13029315960912052,38.72312703583062,6633.928571428572,3.08,2.08,297.2,36615.04,1
76651,Innovate Industries,Influencer,Men 18-24,30 days,YouTube,New York,English,Fashionistas,2021-01-01,2021,1,Friday,19717.0,5658,870,104,0.1537645811240721,0.11954022988505747,22.663218390804598,3484.8002827854366,8.43,7.43,189.58653846153845,166214.31,6
13506,Alpha Innovations,Social Media,Women 35-44,15 days,Instagram,Houston,French,Outdoor Adventurers,2021-01-01,2021,1,Friday,12634.0,7510,926,74,0.1233022636484687,0.07991360691144708,13.643628509719223,1682.2902796271637,7.89,6.89,170.72972972972974,99682.26,7
63146,NexGen Systems,Influencer,Men 18-24,45 days,Email,Houston,Mandarin,Foodies,2021-01-01,2021,1,Friday,17587.0,8503,819,98,0.0963189462542632,0.11965811965811966,21.473748473748472,2068.328825120546,7.589999999999999,6.59,179.4591836734694,133485.33,9
60591,Innovate Industries,Social Media,Women 25-34,60 days,Website,New York,French,Outdoor Adventurers,2021-01-01,2021,1,Friday,6390.0,8181,300,30,0.03667033370003667,0.1,21.3,781.0781078107811,8.719999999999999,7.72,213.0,55720.799999999996,9
111326,TechCorp,Influencer,Women 35-44,60 days,YouTube,New York,Spanish,Foodies,2021-01-01,2021,1,Friday,5553.0,5847,214,30,0.03659996579442449,0.14018691588785046,25.94859813084112,949.7178040020523,3.01,2.01,185.1,16714.53,2
